0	300
24.625	260.2542019
49.25	225.9668206
73.875	196.3905279
98.5	170.8719858
123.125	148.841906
147.75	129.8059149
172.375	113.3361796
197	99.06375354
221.625	86.67159997
246.25	75.88825194
270.875	66.48207147
295.5	58.25606899
320.125	51.04324677
344.75	44.70243093
369.375	39.11455782
394	34.17938166
418.625	29.81257182
443.25	25.94316889
467.875	22.51137032
492.5	19.46661742
517.125	16.76595647
541.75	14.37264852
566.375	12.25500286
591	10.38541115
615.625	8.739559613
640.25	7.295798649
664.875	6.034649757
689.5	4.938431378
714.125	3.990986127
738.75	3.177493271
763.375	2.484351414
788	1.899117609
812.625	1.410490272
837.25	1.008324509
861.875	0.683669649
886.5	0.428819977
911.125	0.237370865
935.75	0.104273701
960.375	0.025884216
985	0
1009.625	0.025884216
1034.25	0.104273701
1058.875	0.237370865
1083.5	0.428819977
1108.125	0.683669649
1132.75	1.008324509
1157.375	1.410490272
1182	1.899117609
1206.625	2.484351414
1231.25	3.177493271
1255.875	3.990986127
1280.5	4.938431378
1305.125	6.034649757
1329.75	7.295798649
1354.375	8.739559613
1379	10.38541115
1403.625	12.25500286
1428.25	14.37264852
1452.875	16.76595647
1477.5	19.46661742
1502.125	22.51137032
1526.75	25.94316889
1551.375	29.81257182
1576	34.17938166
1600.625	39.11455782
1625.25	44.70243093
1649.875	51.04324677
1674.5	58.25606899
1699.125	66.48207147
1723.75	75.88825194
1748.375	86.67159997
1773	99.06375354
1797.625	113.3361796
1822.25	129.8059149
1846.875	148.841906
1871.5	170.8719858
1896.125	196.3905279
1920.75	225.9668206
1945.375	260.2542019
1970	300
