0	587.6172 
24.625	554.3221 
49.25	522.3487 
73.875	491.6731 
98.5	462.2715 
123.125	434.1199 
147.75	407.1943 
172.375	381.4709 
197	356.9257 
221.625	333.5348 
246.25	311.2743 
270.875	290.1202 
295.5	270.0486 
320.125	251.0357 
344.75	233.0573 
369.375	216.0897 
394	200.1090 
418.625	185.0911 
443.25	171.0121 
467.875	157.8482 
492.5	145.5754 
517.125	134.1697 
541.75	123.6074 
566.375	113.8643 
591	104.9166 
615.625	96.7405 
640.25	89.3118 
664.875	82.6068 
689.5	76.6015 
714.125	71.2719 
738.75	66.5942 
763.375	62.5444 
788	59.0986 
812.625	56.2328 
837.25	53.9232 
861.875	52.1458 
886.5	50.8767 
911.125	50.0920 
935.75	49.7676 
960.375	49.8798 
985	50.4046 
1009.625	51.3180 
1034.25	52.5961 
1058.875	54.2151 
1083.5	56.1509 
1108.125	58.3796 
1132.75	60.8774 
1157.375	63.6203 
1182	66.5843 
1206.625	69.7456 
1231.25	73.0802 
1255.875	76.5642 
1280.5	80.1737 
1305.125	83.8847 
1329.75	87.6733 
1354.375	91.5156 
1379	95.3877 
1403.625	99.2656 
1428.25	103.1254 
1452.875	106.9432 
1477.5	110.6950 
1502.125	114.3570 
1526.75	117.9051 
1551.375	121.3156 
1576	124.5644 
1600.625	127.6276 
1625.25	130.4813 
1649.875	133.1016 
1674.5	135.4645 
1699.125	137.5462 
1723.75	139.3226 
1748.375	140.7699 
1773	141.8642 
1797.625	142.5814 
1822.25	142.8978 
1846.875	142.7893 
1871.5	142.2320 
1896.125	141.2021 
1920.75	139.6755 
1945.375	137.6284 
1970	135.0369 
1994.625	131.8769 
2019.25	128.1246 
2043.875	123.7561 
2068.5	118.7473 
2093.125	113.0745 
2117.75	106.7137 
2142.375	99.6409 
2167	91.8322 
2191.625	83.2637 
2216.25	73.9115 
2240.875	63.7516 
2265.5	52.7602 
2290.125	40.9132 
2314.75	28.1868 
2339.375	14.5571 
2364	0.0000 
