0	761.44 
24.6875	723.89 
49.375	687.92 
74.0625	653.51 
98.75	620.63 
123.4375	589.24 
148.125	559.32 
172.8125	530.84 
197.5	503.76 
222.1875	478.05 
246.875	453.68 
271.5625	430.63 
296.25	408.86 
320.9375	388.33 
345.625	369.03 
370.3125	350.92 
395	333.96 
419.6875	318.13 
444.375	303.39 
469.0625	289.72 
493.75	277.09 
518.4375	265.46 
543.125	254.80 
567.8125	245.08 
592.5	236.28 
617.1875	228.35 
641.875	221.28 
666.5625	215.02 
691.25	209.55 
715.9375	204.84 
740.625	200.86 
765.3125	197.57 
790	194.94 
814.6875	192.95 
839.375	191.57 
864.0625	190.75 
888.75	190.48 
913.4375	190.71 
938.125	191.43 
962.8125	192.60 
987.5	194.18 
1012.1875	196.15 
1036.875	198.48 
1061.5625	201.14 
1086.25	204.09 
1110.9375	207.30 
1135.625	210.75 
1160.3125	214.40 
1185	218.22 
1209.6875	222.19 
1234.375	226.26 
1259.0625	230.41 
1283.75	234.61 
1308.4375	238.83 
1333.125	243.04 
1357.8125	247.20 
1382.5	251.29 
1407.1875	255.27 
1431.875	259.12 
1456.5625	262.80 
1481.25	266.28 
1505.9375	269.53 
1530.625	272.53 
1555.3125	275.23 
1580	277.61 
1604.6875	279.64 
1629.375	281.29 
1654.0625	282.52 
1678.75	283.31 
1703.4375	283.63 
1728.125	283.44 
1752.8125	282.71 
1777.5	281.42 
1802.1875	279.52 
1826.875	277.00 
1851.5625	273.82 
1876.25	269.95 
1900.9375	265.35 
1925.625	260.00 
1950.3125	253.87 
1975	246.93 
1999.6875	239.14 
2024.375	230.48 
2049.0625	220.91 
2073.75	210.40 
2098.4375	198.92 
2123.125	186.45 
2147.8125	172.95 
2172.5	158.38 
2197.1875	142.73 
2221.875	125.95 
2246.5625	108.02 
2271.25	88.91 
2295.9375	68.58 
2320.625	47.01 
2345.3125	24.16 
2370	0.00 
