0	-7.10543E-15
24.625	2.749208513
49.25	5.302062113
73.875	7.668311162
98.5	9.857452765
123.125	11.87873077
147.75	13.74113577
172.375	15.45340511
197	17.02402285
221.625	18.46121984
246.25	19.77297363
270.875	20.96700854
295.5	22.05079562
320.125	23.03155268
344.75	23.91624425
369.375	24.71158163
394	25.42402285
418.625	26.05977268
443.25	26.62478265
467.875	27.124751
492.5	27.56512276
517.125	27.95108968
541.75	28.28759024
566.375	28.57930968
591	28.83068
615.625	29.04587991
640.25	29.22883488
664.875	29.38321713
689.5	29.51244562
714.125	29.61968605
738.75	29.70785086
763.375	29.77959925
788	29.83733714
812.625	29.88321722
837.25	29.9191389
861.875	29.94674835
886.5	29.96743848
911.125	29.98234894
935.75	29.99236613
960.375	29.99812319
985	30
1009.625	29.99812319
1034.25	29.99236613
1058.875	29.98234894
1083.5	29.96743848
1108.125	29.94674835
1132.75	29.9191389
1157.375	29.88321722
1182	29.83733714
1206.625	29.77959925
1231.25	29.70785086
1255.875	29.61968605
1280.5	29.51244562
1305.125	29.38321713
1329.75	29.22883488
1354.375	29.04587991
1379	28.83068
1403.625	28.57930968
1428.25	28.28759024
1452.875	27.95108968
1477.5	27.56512276
1502.125	27.124751
1526.75	26.62478265
1551.375	26.05977268
1576	25.42402285
1600.625	24.71158163
1625.25	23.91624425
1649.875	23.03155268
1674.5	22.05079562
1699.125	20.96700854
1723.75	19.77297363
1748.375	18.46121984
1773	17.02402285
1797.625	15.45340511
1822.25	13.74113577
1846.875	11.87873077
1871.5	9.857452765
1896.125	7.668311162
1920.75	5.302062113
1945.375	2.749208513
1970	-7.10543E-15
