0	37.5
24.625	36.24391
49.25	34.9601
73.875	33.65313
98.5	32.32748
123.125	30.98747
147.75	29.63734
172.375	28.28119
197	26.92301
221.625	25.56664
246.25	24.21586
270.875	22.87427
295.5	21.54539
320.125	20.23262
344.75	18.93921
369.375	17.66833
394	16.42301
418.625	15.20615
443.25	14.02055
467.875	12.8689
492.5	11.75375
517.125	10.67753
541.75	9.64257
566.375	8.65106
591	7.70509
615.625	6.80661
640.25	5.95749
664.875	5.15942
689.5	4.41404
714.125	3.72281
738.75	3.08711
763.375	2.50818
788	1.98717
812.625	1.52507
837.25	1.12278
861.875	0.78107
886.5	0.5006
911.125	0.2819
935.75	0.12539
960.375	0.03136
985	0
1009.625	0.03136
1034.25	0.12539
1058.875	0.2819
1083.5	0.5006
1108.125	0.78107
1132.75	1.12278
1157.375	1.52507
1182	1.98717
1206.625	2.50818
1231.25	3.08711
1255.875	3.72281
1280.5	4.41404
1305.125	5.15942
1329.75	5.95749
1354.375	6.80661
1379	7.70509
1403.625	8.65106
1428.25	9.64257
1452.875	10.67753
1477.5	11.75375
1502.125	12.8689
1526.75	14.02055
1551.375	15.20615
1576	16.42301
1600.625	17.66833
1625.25	18.93921
1649.875	20.23262
1674.5	21.54539
1699.125	22.87427
1723.75	24.21586
1748.375	25.56664
1773	26.92301
1797.625	28.28119
1822.25	29.63734
1846.875	30.98747
1871.5	32.32748
1896.125	33.65313
1920.75	34.9601
1945.375	36.24391
1970	37.5
